Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
"F1 2001","XB",2001,"Racing","Electronic Arts",0.050000,0.010000,0.000000,0.000000,0.060000
"Fishing Master (jp sales)","Wii",2007,"Sports","Konami Digital Entertainment",0.000000,0.000000,0.060000,0.000000,0.060000
"Zill Oll Infinite Plus","PSP",2009,"Role-Playing","Tecmo Koei",0.000000,0.000000,0.060000,0.000000,0.060000
"Pawly Pets: My Vet Practice","DS",2007,"Strategy","Ubisoft",0.000000,0.060000,0.000000,0.010000,0.060000
"Tonka Rescue Patrol","GC",2003,"Action","TDK Mediactive",0.050000,0.010000,0.000000,0.000000,0.060000
"GunGriffon II","SAT",1998,"Simulation","ESP",0.000000,0.000000,0.060000,0.000000,0.060000
"Crimson Gem Saga","PSP",2008,"Role-Playing","Sega",0.060000,0.000000,0.000000,0.000000,0.060000
"Legend of Kay","PS4",2015,"Action","Nordic Games",0.020000,0.030000,0.000000,0.010000,0.060000
"Order Up!!","PS3",2011,"Action","Funbox Media",0.040000,0.010000,0.000000,0.010000,0.060000
"Steambot Chronicles: Battle Tournament","PSP",2008,"Fighting","Irem Software Engineering",0.050000,0.000000,0.010000,0.000000,0.060000
"Bomberman Land","PSP",2007,"Misc","Hudson Entertainment",0.060000,0.000000,0.000000,0.010000,0.060000
"Spy Fox in Dry Cereal","Wii",2008,"Adventure","Majesco Entertainment",0.060000,0.000000,0.000000,0.000000,0.060000
"Cel Damage","GC",2002,"Racing","Electronic Arts",0.050000,0.010000,0.000000,0.000000,0.060000
"Lego Batman 3: Beyond Gotham","PC",2014,"Action","Warner Bros. Interactive Entertainment",0.000000,0.060000,0.000000,0.010000,0.060000
"Killer Instinct (2013)","XOne",2013,"Fighting","Microsoft Game Studios",0.030000,0.030000,0.000000,0.010000,0.060000
"Famicom Mini: Balloon Fight","GBA",2004,"Action","Nintendo",0.000000,0.000000,0.060000,0.000000,0.060000
"Steins;Gate: Senkei Kousoku no Phonogram","PS3",2013,"Adventure","5pb",0.000000,0.000000,0.060000,0.000000,0.060000
"Seaman 2: Peking Genjin Ikusei Kit","PS2",2007,"Simulation","Sega",0.000000,0.000000,0.060000,0.000000,0.060000
"Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!","DS",2008,"Action","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Bionicle Heroes","DS",2006,"Shooter","Eidos Interactive",0.060000,0.000000,0.000000,0.000000,0.060000
"Ratchet & Clank Collection","PSV",2014,"Action","Sony Computer Entertainment",0.000000,0.050000,0.000000,0.010000,0.060000
"The Pinball of the Dead","GBA",2002,"Misc","Sega",0.050000,0.020000,0.000000,0.000000,0.060000
"Growlanser IV: Over Reloaded","PSP",2011,"Role-Playing","Atlus",0.000000,0.000000,0.060000,0.000000,0.060000
"Arc the Lad: End of Darkness","PS2",2004,"Role-Playing","Sony Computer Entertainment",0.030000,0.020000,0.000000,0.010000,0.060000
"Tom Clancys Splinter Cell: Pandora Tomorrow","GBA",2004,"Action","Ubisoft",0.050000,0.020000,0.000000,0.000000,0.060000
"The King of Route 66","PS2",2003,"Racing","Sega",0.030000,0.020000,0.000000,0.010000,0.060000
"Sherlock Holmes: Crimes & Punishments","X360",2014,"Adventure","Focus Home Interactive",0.030000,0.030000,0.000000,0.010000,0.060000
"Bubble Bobble also featuring Rainbow Islands","PS",1995,"Puzzle","Acclaim Entertainment",0.040000,0.020000,0.000000,0.000000,0.060000
"Intellivision Lives!","GC",2004,"Misc","Crave Entertainment",0.050000,0.010000,0.000000,0.000000,0.060000
"Star Wars Knights of the Old Republic II: The Sith Lords","PC",2005,"Role-Playing","LucasArts",0.010000,0.040000,0.000000,0.010000,0.060000
"Panzer Tactics","DS",2007,"Strategy","10TACLE Studios",0.060000,0.000000,0.000000,0.000000,0.060000
"Pro Yaky? Spirits 2013","PSV",2013,"Sports","Konami Digital Entertainment",0.000000,0.000000,0.060000,0.000000,0.060000
"Robotica","SAT",1994,"Shooter","Sega",0.000000,0.000000,0.060000,0.000000,0.060000
"Deathrow: Underground Team Combat","XB",2002,"Sports","Ubisoft",0.050000,0.010000,0.000000,0.000000,0.060000
"Land of the Dead: Road to Fiddlers Green","XB",2005,"Shooter","Groove Games",0.050000,0.010000,0.000000,0.000000,0.060000
"R-Types","PS",1998,"Shooter","Virgin Interactive",0.040000,0.020000,0.000000,0.000000,0.060000
"Star Fighter","PS",1995,"Shooter","Telstar",0.040000,0.020000,0.000000,0.000000,0.060000
"Kuukan * Zukei: Hirameki Training - KuuTore","DS",2008,"Misc","Benesse",0.000000,0.000000,0.060000,0.000000,0.060000
"Osu! Tatakae! Ouendan","DS",2005,"Misc","Nintendo",0.000000,0.000000,0.060000,0.000000,0.060000
"Dissidia: Final Fantasy Universal Tuning","PSP",2009,"Fighting","Square Enix",0.000000,0.000000,0.060000,0.000000,0.060000
"Game Center CX: 3-Choume no Arino","3DS",2014,"Action","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Age of Empires Online","PC",2011,"Strategy","Microsoft Game Studios",0.010000,0.040000,0.000000,0.010000,0.060000
"Alien Syndrome","Wii",2007,"Role-Playing","Sega",0.060000,0.000000,0.000000,0.000000,0.060000
"Meitantei Conan: Aoki Houseki no Rinbukyoku","DS",2011,"Adventure","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"The Legend of Heroes: Trails in the Sky Second Chapter","PSP",2007,"Role-Playing","Falcom Corporation",0.000000,0.000000,0.060000,0.000000,0.060000
"Challenge Me: Brain Puzzles","DS",2009,"Puzzle","Oxygen Interactive",0.060000,0.000000,0.000000,0.000000,0.060000
"Legend of Kay","DS",2010,"Action","JoWood Productions",0.060000,0.000000,0.000000,0.000000,0.060000
"Mystic Heroes","PS2",2002,"Action","Tecmo Koei",0.030000,0.020000,0.000000,0.010000,0.060000
"From The Abyss","DS",2008,"Role-Playing","Nobilis",0.060000,0.000000,0.000000,0.000000,0.060000
"The Amazing Spider-Man 2 (2014)","3DS",2014,"Action","Activision",0.030000,0.030000,0.000000,0.000000,0.060000
"Tron 2.0: Killer App","GBA",2004,"Action","Disney Interactive Studios",0.040000,0.020000,0.000000,0.000000,0.060000
"Samurai Shodown Anthology","Wii",2008,"Fighting","Ignition Entertainment",0.060000,0.000000,0.000000,0.000000,0.060000
"Mega Minis Volume 3","PSP",2011,"Misc","Sony Computer Entertainment",0.000000,0.050000,0.000000,0.020000,0.060000
"Jurassic Park III: Park Builder","GBA",2001,"Simulation","Konami Digital Entertainment",0.040000,0.020000,0.000000,0.000000,0.060000
"Mario vs. Donkey Kong: Tipping Stars","3DS",2015,"Puzzle","Nintendo",0.000000,0.000000,0.060000,0.000000,0.060000
"Unchained Blades","PSP",2011,"Role-Playing","FuRyu",0.000000,0.000000,0.060000,0.000000,0.060000
"Rurouni Kenshin: Meiji Kenkaku Romantan Saisen","PSP",2011,"Fighting","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Di-Gata Defenders","DS",2008,"Role-Playing","Game Factory",0.060000,0.000000,0.000000,0.000000,0.060000
"Star Trek: Tactical Assault","DS",2006,"Strategy","Ubisoft",0.050000,0.010000,0.000000,0.000000,0.060000
"Code Geass: Hangyaku no Lelouch - Lost Colors","PS2",2008,"Adventure","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Warhammer: Battle For Atluma","PSP",2006,"Action","Namco Bandai Games",0.050000,0.000000,0.000000,0.010000,0.060000
"Sudoku Ball Detective","DS",2009,"Puzzle","Playlogic Game Factory",0.060000,0.000000,0.000000,0.000000,0.060000
"LEGO Bionicle","GBA",2001,"Platform","LEGO Media",0.040000,0.020000,0.000000,0.000000,0.060000
"Power Shovel","PS",2000,"Action","JVC",0.030000,0.020000,0.000000,0.000000,0.060000
"Blur","PC",2010,"Racing","Activision",0.010000,0.040000,0.000000,0.010000,0.060000
"Generator Rex: Agent of Providence","X360",2011,"Action","Activision",0.050000,0.010000,0.000000,0.000000,0.060000
"A llI S.V.: A Ressha de Gyoukou 3 Super Version","SNES",1995,"Simulation","Pack-In-Video",0.000000,0.000000,0.060000,0.000000,0.060000
"Spy Games: Elevator Mission","Wii",2007,"Shooter","Tommo",0.060000,0.000000,0.000000,0.000000,0.060000
"Strike Force Bowling","GC",2005,"Sports","Crave Entertainment",0.050000,0.010000,0.000000,0.000000,0.060000
"Song of the Deep","PS4",2016,"Action","Insomniac Games",0.050000,0.000000,0.000000,0.010000,0.060000
"Earth Defense Force 2017 Portable","PSV",2012,"Action","D3Publisher",0.000000,0.000000,0.060000,0.000000,0.060000
"Atelier Iris 2: The Azoth Of Destiny","PS2",2005,"Role-Playing","Tecmo Koei",0.030000,0.020000,0.000000,0.010000,0.060000
"There","PS",2002,"Simulation","Infogrames",0.030000,0.020000,0.000000,0.000000,0.060000
"Ataris Greatest Hits: Volume 2","DS",2011,"Misc","Atari",0.060000,0.000000,0.000000,0.000000,0.060000
"Chuck E. Cheeses Playhouse","DS",2010,"Misc","UFO Interactive",0.060000,0.000000,0.000000,0.000000,0.060000
"Tokimeki no Houkago","PS",1998,"Misc","Konami Digital Entertainment",0.000000,0.000000,0.060000,0.000000,0.060000
"Championship Surfer","PS",2000,"Sports","Mattel Interactive",0.030000,0.020000,0.000000,0.000000,0.060000
"Unreal Tournament III","PC",2007,"Shooter","Midway Games",0.000000,0.050000,0.000000,0.010000,0.060000
"Monster Garage","XB",2004,"Strategy","Activision Value",0.050000,0.010000,0.000000,0.000000,0.060000
"Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!","WiiU",2015,"Misc","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"The Next BIG Thing","PC",2011,"Adventure","Focus Home Interactive",0.000000,0.050000,0.000000,0.010000,0.060000
"Tecmo Classic Arcade","XB",2005,"Misc","Microsoft Game Studios",0.050000,0.010000,0.000000,0.000000,0.060000
"2 Games in 1: Sonic Pinball Party & Columns Crown","GBA",2005,"Misc","Sega",0.040000,0.020000,0.000000,0.000000,0.060000
"Valentino Rossi: The Game","PS4",2016,"Racing","Namco Bandai Games",0.010000,0.050000,0.000000,0.010000,0.060000
"Monkey Island: Special Edition Collection","X360",2011,"Adventure","Activision",0.000000,0.050000,0.000000,0.010000,0.060000
"Mad Maestro!","PS2",2001,"Misc","Eidos Interactive",0.030000,0.020000,0.000000,0.010000,0.060000
"A-Train: City Simulator","3DS",2014,"Simulation","ArtDink",0.000000,0.000000,0.060000,0.000000,0.060000
"Densha De Go! 3 Tsuukinhen","PS2",2001,"Simulation","Taito",0.000000,0.000000,0.060000,0.000000,0.060000
"Biker Mice From Mars","PS2",2006,"Racing","Game Factory",0.030000,0.020000,0.000000,0.010000,0.060000
"Call of Duty 2","PC",2005,"Shooter","Activision",0.000000,0.050000,0.000000,0.010000,0.060000
"Paws & Claws: Pampered Pets 2","DS",2011,"Simulation","THQ",0.060000,0.000000,0.000000,0.000000,0.060000
"Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable","PSP",2006,"Misc","Daito",0.000000,0.000000,0.060000,0.000000,0.060000
"SpongeBob SquarePants: Planktons Robotic Revenge","3DS",2013,"Shooter","Activision",0.000000,0.060000,0.000000,0.000000,0.060000
"Pro Evolution Soccer 2017","PS3",2016,"Sports","Konami Digital Entertainment",0.000000,0.010000,0.040000,0.000000,0.060000
"Giants: Citizen Kabuto","PS2",2001,"Shooter","Interplay",0.030000,0.020000,0.000000,0.010000,0.060000
"Steins;Gate","X360",2009,"Adventure","5pb",0.000000,0.000000,0.060000,0.000000,0.060000
"A New Beginning","PC",2010,"Adventure","Deep Silver",0.000000,0.050000,0.000000,0.010000,0.060000
"MotoGP 10/11","X360",2011,"Racing","Capcom",0.000000,0.050000,0.000000,0.010000,0.060000
"Alone in the Dark","PS2",2008,"Adventure","Atari",0.030000,0.020000,0.000000,0.010000,0.060000
"Guilty Gear XX Accent Core Plus","PS2",2008,"Fighting","PQube",0.030000,0.020000,0.000000,0.010000,0.060000
"Muppets Party Cruise","PS2",2003,"Misc","TDK Mediactive",0.030000,0.020000,0.000000,0.010000,0.060000
"Higurashi Daybreak Portable","PSP",2008,"Adventure","Alchemist",0.000000,0.000000,0.060000,0.000000,0.060000
"Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!","3DS",2014,"Adventure","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Shonen Jumps One Piece: Grand Battle","GC",2005,"Fighting","Namco Bandai Games",0.050000,0.010000,0.000000,0.000000,0.060000
"Barbie Horse Adventures: Wild Horse Rescue","XB",2003,"Sports","Vivendi Games",0.050000,0.010000,0.000000,0.000000,0.060000
"Winx Club: Quest for the Codex","DS",2006,"Action","Konami Digital Entertainment",0.030000,0.020000,0.000000,0.010000,0.060000
"Blast Lacrosse","PS",2001,"Sports","Acclaim Entertainment",0.030000,0.020000,0.000000,0.000000,0.060000
"Devils Third","WiiU",2015,"Action","Nintendo",0.040000,0.020000,0.000000,0.010000,0.060000
"DreamWorks Super Star Kartz","X360",2011,"Racing","Activision",0.050000,0.010000,0.000000,0.000000,0.060000
"Arkanoid DS","DS",2007,"Puzzle","Square Enix",0.060000,0.000000,0.000000,0.000000,0.060000
"Kikou Heidan J-Phoenix","PS2",2001,"Action","Takara",0.000000,0.000000,0.060000,0.000000,0.060000
"Backyard NFL Football 10","PS2",2009,"Sports","Atari",0.030000,0.020000,0.000000,0.010000,0.060000
"Barbie and Her Sisters Puppy Rescue","Wii",2015,"Action","Namco Bandai Games",0.000000,0.060000,0.000000,0.000000,0.060000
"Zero Escape: Zero Time Dilemma","3DS",2016,"Adventure","Aksys Games",0.040000,0.000000,0.010000,0.010000,0.060000
"Shonen Jumps Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf","GBA",2005,"Action","Konami Digital Entertainment",0.040000,0.020000,0.000000,0.000000,0.060000
"Bubble Bobble: Old & New","GBA",2002,"Puzzle","Empire Interactive",0.040000,0.020000,0.000000,0.000000,0.060000
"Puzzler Collection","Wii",2008,"Puzzle","Ubisoft",0.050000,0.010000,0.000000,0.000000,0.060000
"Naruto Shippuden: Gekito Ninja Taisen! Special","Wii",2010,"Fighting","Takara Tomy",0.000000,0.000000,0.060000,0.000000,0.060000
"Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu","PS3",2012,"Action","Sega",0.000000,0.000000,0.060000,0.000000,0.060000
"Akai Katana Shin","X360",2011,"Shooter","Cave",0.040000,0.000000,0.010000,0.000000,0.060000
"Kekkon: Marriage","SAT",1995,"Adventure","Shogakukan",0.000000,0.000000,0.060000,0.000000,0.060000
"Terraria","PS4",2014,"Action","505 Games",0.000000,0.050000,0.010000,0.010000,0.060000
"Nicola Kanshuu: Model * Oshare Audition 2","3DS",2011,"Action","Alchemist",0.000000,0.000000,0.060000,0.000000,0.060000
"KimiKiss","PS2",2006,"Adventure","Enterbrain",0.000000,0.000000,0.060000,0.000000,0.060000
"Cold Fear","XB",2005,"Action","Ubisoft",0.050000,0.010000,0.000000,0.000000,0.060000
"World Cup of Pool","DS",2009,"Sports","Midas Interactive Entertainment",0.060000,0.000000,0.000000,0.000000,0.060000
"Chevrolet Camaro: Wild Ride","Wii",2010,"Racing","Storm City Games",0.060000,0.000000,0.000000,0.000000,0.060000
"Imagine: Cheerleader","DS",2009,"Simulation","Ubisoft",0.060000,0.000000,0.000000,0.000000,0.060000
"Risen 3: Titan Lords","PS4",2015,"Role-Playing","Deep Silver",0.000000,0.050000,0.000000,0.010000,0.060000
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki","PSP",2010,"Misc","D3Publisher",0.000000,0.000000,0.060000,0.000000,0.060000
"Busy Scissors","DS",2010,"Simulation","Little Orbit",0.060000,0.000000,0.000000,0.000000,0.060000
"Zero Escape: Zero Time Dilemma","PSV",2016,"Adventure","Aksys Games",0.030000,0.000000,0.020000,0.010000,0.060000
"Shining Force Feather","DS",2009,"Strategy","Sega",0.000000,0.000000,0.060000,0.000000,0.060000
"S.T.A.L.K.E.R.: Call of Pripyat","PC",2009,"Shooter","Namco Bandai Games",0.000000,0.050000,0.000000,0.010000,0.060000
"Champion Jockey: G1 Jockey & Gallop Racer","X360",2011,"Sports","Tecmo Koei",0.000000,0.050000,0.000000,0.010000,0.060000
"Disneys Kim Possible: Global Gemini","DS",2007,"Platform","Disney Interactive Studios",0.050000,0.010000,0.000000,0.000000,0.060000
"Big Bang Mini","DS",2009,"Shooter","SouthPeak Games",0.050000,0.000000,0.000000,0.000000,0.060000
"Cocoto Kart Racer","Wii",2008,"Racing","Conspiracy Entertainment",0.060000,0.000000,0.000000,0.000000,0.060000
"Mobile Suit Gundam 00: Gundam Meisters","PS2",2008,"Action","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Call of Cthulhu: Dark Corners of the Earth","XB",2005,"Adventure","Take-Two Interactive",0.050000,0.010000,0.000000,0.000000,0.060000
"The Great Escape","XB",2003,"Action","SCi",0.050000,0.010000,0.000000,0.000000,0.060000
"Coded Arms: Contagion","PSP",2007,"Shooter","Konami Digital Entertainment",0.050000,0.000000,0.000000,0.010000,0.060000
"X-Men: Destiny","DS",2011,"Action","Activision",0.050000,0.010000,0.000000,0.000000,0.060000
"Metal Gear Solid: Social Ops","PS2",2002,"Action","Konami Digital Entertainment",0.030000,0.020000,0.000000,0.010000,0.060000
"Minna no DS Seminar: Kanpeki Eitango Ryoku","DS",2006,"Misc","TDK Core",0.000000,0.000000,0.060000,0.000000,0.060000
"Kurupoto Cool Cool Stars","DS",2007,"Action","Starfish",0.060000,0.000000,0.000000,0.000000,0.060000
"The Witcher","PC",2007,"Role-Playing","Atari",0.000000,0.050000,0.000000,0.010000,0.060000
"PenPen TriIceLon","DC",1998,"Racing","Infogrames",0.000000,0.000000,0.060000,0.000000,0.060000
"Kirarin * Revolution: Minna de Odorou Furi Furi Debut!","DS",2008,"Simulation","Konami Digital Entertainment",0.000000,0.000000,0.060000,0.000000,0.060000
"Greys Anatomy: The Video Game","Wii",2009,"Adventure","Ubisoft",0.050000,0.010000,0.000000,0.000000,0.060000
"Salt Lake 2002","GBA",2002,"Sports","Ubisoft",0.040000,0.020000,0.000000,0.000000,0.060000
"Dreamer Series: Zoo Keeper","DS",2010,"Simulation","DreamCatcher Interactive",0.060000,0.000000,0.000000,0.000000,0.060000
"Warriors of the Lost Empire","PSP",2007,"Role-Playing","Mercury Games",0.050000,0.000000,0.000000,0.010000,0.060000
"Vexx","GC",2003,"Platform","Acclaim Entertainment",0.050000,0.010000,0.000000,0.000000,0.060000
"Crazy Chicken Tales","Wii",2009,"Action","Conspiracy Entertainment",0.060000,0.000000,0.000000,0.000000,0.060000
"Super Robot Wars OG Saga Masou Kishin F: Coffin of the End","PS3",2014,"Strategy","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e","PSP",2010,"Action","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Batman: Rise of Sin Tzu","GC",2003,"Action","Ubisoft",0.050000,0.010000,0.000000,0.000000,0.060000
"Sacred 2: Fallen Angel","PC",2008,"Role-Playing","Ascaron Entertainment GmbH",0.000000,0.050000,0.000000,0.010000,0.060000
"Winter Sports 2: The Next Challenge","DS",2008,"Sports","RTL",0.040000,0.020000,0.000000,0.010000,0.060000
"Dead Rising 2: Off the Record","PC",2011,"Action","Capcom",0.040000,0.020000,0.000000,0.010000,0.060000
"World Series of Poker 2008: Battle for the Bracelets","DS",2007,"Misc","Activision",0.050000,0.000000,0.000000,0.000000,0.060000
"Playmobil Knights","DS",2009,"Action","Mindscape",0.040000,0.010000,0.000000,0.000000,0.060000
"Disney Sports Skateboarding","GC",2002,"Sports","Konami Digital Entertainment",0.050000,0.010000,0.000000,0.000000,0.060000
"DropCast","DS",2008,"Puzzle","THQ",0.060000,0.000000,0.000000,0.000000,0.060000
"Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!","3DS",2014,"Action","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Inversion","X360",2012,"Shooter","Namco Bandai Games",0.030000,0.020000,0.000000,0.010000,0.060000
"Summon Night 2","DS",2008,"Role-Playing","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Odin Sphere: Leifthrasir","PS3",2016,"Role-Playing","Nippon Ichi Software",0.010000,0.020000,0.030000,0.010000,0.060000
"Pro Evolution Soccer 2012","PS2",2011,"Action","Konami Digital Entertainment",0.000000,0.000000,0.060000,0.000000,0.060000
"Terminator 3: The Redemption","XB",2004,"Shooter","Atari",0.050000,0.010000,0.000000,0.000000,0.060000
"Alvin and the Chipmunks","Wii",2007,"Misc","Eidos Interactive",0.050000,0.000000,0.000000,0.000000,0.060000
"EverQuest II: Destiny of Velious","PC",2011,"Role-Playing","Sony Online Entertainment",0.060000,0.000000,0.000000,0.000000,0.060000
"Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen","PSP",2012,"Action","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Neon Genesis Evangelion","N64",1999,"Adventure","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Serious Sam II","XB",2005,"Shooter","Take-Two Interactive",0.050000,0.010000,0.000000,0.000000,0.060000
"Remember Me","PC",2013,"Action","Capcom",0.000000,0.050000,0.000000,0.010000,0.060000
"ICO","PS3",2011,"Action","Sony Computer Entertainment",0.000000,0.000000,0.060000,0.000000,0.060000
"Flipnic: Ultimate Pinball","PS2",2003,"Misc","Ubisoft",0.030000,0.020000,0.000000,0.010000,0.060000
"Eigo de Tabisuru: Little Charo","DS",2011,"Misc","Nintendo",0.000000,0.000000,0.060000,0.000000,0.060000
"NBA Hangtime","PS",1996,"Sports","Midway Games",0.030000,0.020000,0.000000,0.000000,0.060000
"Cabelas Big Game Hunter (2008)","X360",2007,"Sports","Activision Value",0.060000,0.000000,0.000000,0.000000,0.060000
"My Fitness Coach: Club","Wii",2011,"Sports","Ubisoft",0.000000,0.050000,0.000000,0.010000,0.060000
"D.C. II P.S.: Da Capo II Plus Situation","PS2",2008,"Adventure","Kadokawa Shoten",0.000000,0.000000,0.060000,0.000000,0.060000
"Top Gear Hyper-Bike","N64",1999,"Racing","Kemco",0.050000,0.010000,0.000000,0.000000,0.060000
"Brunswick Circuit Pro Bowling","N64",1999,"Sports","THQ",0.050000,0.010000,0.000000,0.000000,0.060000
"Olympic Hockey 98","N64",1998,"Sports","GT Interactive",0.050000,0.010000,0.000000,0.000000,0.060000
"CyberTiger","N64",2000,"Sports","Electronic Arts",0.050000,0.010000,0.000000,0.000000,0.060000
"Penny Racers","N64",1998,"Racing","THQ",0.050000,0.010000,0.000000,0.000000,0.060000
"S.C.A.R.S","N64",1998,"Racing","Ubisoft",0.050000,0.010000,0.000000,0.000000,0.060000
"Virtual Chess 64","N64",1998,"Misc","Titus",0.050000,0.010000,0.000000,0.000000,0.060000
"Marvel Super Heroes","SAT",1997,"Fighting","Capcom",0.000000,0.000000,0.060000,0.000000,0.060000
"Mike Piazzas Strike Zone","N64",1998,"Sports","GT Interactive",0.050000,0.010000,0.000000,0.000000,0.060000
"Bust-A-Move 99","N64",1998,"Puzzle","Acclaim Entertainment",0.050000,0.010000,0.000000,0.000000,0.060000
"Star Soldier: Vanishing Earth","N64",1998,"Shooter","Hudson Entertainment",0.050000,0.010000,0.000000,0.000000,0.060000
"Polaris SnoCross","N64",2000,"Racing","Vatical Entertainment",0.050000,0.010000,0.000000,0.000000,0.060000
"Worms Blast","GC",2002,"Puzzle","Ubisoft",0.050000,0.010000,0.000000,0.000000,0.060000
"The Legend of Heroes VII: The Trail of Blue","PSV",2014,"Role-Playing","Nihon Falcom Corporation",0.000000,0.000000,0.060000,0.000000,0.060000
"BlazBlue: Chrono Phantasma Extend","XOne",2015,"Action","PQube",0.050000,0.010000,0.000000,0.010000,0.060000
"Smile PreCure! Lets Go! Marchen World","3DS",2012,"Action","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"IHRA Professional Drag Racing 2005","XB",2004,"Racing","Bethesda Softworks",0.040000,0.010000,0.000000,0.000000,0.060000
"Tokyo Xtreme Racer Advance","GBA",2005,"Racing","Crave Entertainment",0.040000,0.020000,0.000000,0.000000,0.060000
"Destiny: The Collection","PS4",2016,"Shooter","Activision",0.010000,0.040000,0.000000,0.010000,0.060000
"Gun Showdown","PSP",2006,"Action","Activision",0.050000,0.010000,0.000000,0.010000,0.060000
"Showtime Championship Boxing","DS",2007,"Fighting","Zoo Digital Publishing",0.060000,0.000000,0.000000,0.000000,0.060000
"Syndicate","PC",1992,"Strategy","Electronic Arts",0.000000,0.050000,0.000000,0.010000,0.060000
"Digimon All-Star Rumble","X360",2014,"Fighting","Namco Bandai Games",0.040000,0.010000,0.000000,0.010000,0.060000
"Fosters Home for Imaginary Friends: Imagination Invaders","DS",2007,"Adventure","Midway Games",0.060000,0.000000,0.000000,0.000000,0.060000
"I Love Beauty: Hollywood Makeover","DS",2009,"Misc","City Interactive",0.060000,0.000000,0.000000,0.000000,0.060000
"Power Pro Success Legends","PSP",2010,"Sports","Konami Digital Entertainment",0.000000,0.000000,0.060000,0.000000,0.060000
"Rock Blast","DS",2008,"Puzzle","UFO Interactive",0.060000,0.000000,0.000000,0.000000,0.060000
"Pheasants Forever Wingshooter","Wii",2010,"Shooter","Unknown",0.030000,0.020000,0.000000,0.000000,0.060000
"Ivy the Kiwi?","Wii",2010,"Puzzle","Rising Star Games",0.040000,0.020000,0.000000,0.000000,0.060000
"Killer Loop","PS",1999,"Racing","Crave Entertainment",0.030000,0.020000,0.000000,0.000000,0.060000
"Cabelas Dangerous Hunts: Ultimate Challenge","PSP",2006,"Sports","Activision Value",0.060000,0.000000,0.000000,0.000000,0.060000
"Xiaolin Showdown","PSP",2006,"Action","Konami Digital Entertainment",0.050000,0.000000,0.000000,0.000000,0.060000
"Worldwide Soccer","SAT",1994,"Sports","Sega",0.000000,0.000000,0.060000,0.000000,0.060000
"Toriko: Gourmet Battle!","3DS",2013,"Role-Playing","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Need for Speed: Shift","PC",2009,"Racing","Electronic Arts",0.000000,0.050000,0.000000,0.010000,0.060000
"Zoo Tycoon: Complete Collection","PC",2003,"Strategy","Microsoft Game Studios",0.030000,0.020000,0.000000,0.010000,0.060000
"Little League World Series Baseball 2008","DS",2008,"Sports","Activision",0.060000,0.000000,0.000000,0.000000,0.060000
"Commandos: Strike Force","PS2",2006,"Shooter","Eidos Interactive",0.030000,0.020000,0.000000,0.010000,0.060000
"Mobile Suit Gundam: Gundam vs. Zeta Gundam","PS2",2004,"Shooter","Namco Bandai Games",0.030000,0.020000,0.000000,0.010000,0.060000
"Darksiders II","XOne",2015,"Action","Nordic Games",0.030000,0.020000,0.000000,0.010000,0.060000
"Rapala Pro Fishing","GBA",2004,"Sports","Zoo Digital Publishing",0.040000,0.020000,0.000000,0.000000,0.060000
"Create","PC",2010,"Action","Electronic Arts",0.040000,0.010000,0.000000,0.010000,0.060000
"Guilty Gear X: Advance Edition","GBA",2002,"Fighting","Sammy Corporation",0.040000,0.020000,0.000000,0.000000,0.060000
"Impossible Mission","PSP",2007,"Platform","System 3 Arcade Software",0.000000,0.040000,0.000000,0.020000,0.060000
"Zoo Tycoon 2","PC",2004,"Strategy","Microsoft Game Studios",0.000000,0.050000,0.000000,0.010000,0.060000
